Block Length,Entropy Plain Text,Entropy Cipher Text,CCMP Entropy MIC,CCMP Encryption Time,CCMP Encryption RAM,CCMP Encryption CPU,CCMP Decryption Time,CCMP Decryption RAM,CCMP Decryption CPU,GCMP Entropy MIC,GCMP Encryption Time,GCMP Encryption RAM,GCMP Encryption CPU,GCMP Decryption Time,GCMP Decryption RAM,GCMP Decryption CPU
85,4.277213436138465,7.861995672770636,4.0,26.086925000000004,22.3203125,13.904331025000001,32.96415200000001,22.3203125,1426.3258928880005,4.0,17.343993,22.3203125,412.214681631,11.623393,22.3203125,6.1836450759999995
86,4.281259809049917,7.865579551520937,4.0,24.518334000000007,22.3203125,13.092790356000004,33.340804,22.3203125,1459.026923844,3.875,17.523845000000005,22.3203125,421.18561457500016,11.833982000000002,22.32421875,6.307512406000002
87,4.283214786415348,7.870906655895612,4.0,23.452647999999986,22.32421875,12.523714031999992,33.94157099999999,22.32421875,1502.0163414629997,4.0,17.711947999999996,22.32421875,430.4534722439999,11.735748000000003,22.32421875,6.2551536840000015
88,4.281049483516827,7.869881883550847,3.875,24.284428000000005,22.32421875,12.967884552000003,34.317337,22.32421875,1535.529244065,4.0,17.93816600000001,22.32421875,440.7586767860002,12.966253,22.32421875,6.9110128490000005
89,4.280942102632208,7.874448292401705,4.0,39.300754,22.32421875,20.986602636,34.59223,22.32421875,1564.84870851,4.0,18.170921000000007,22.32421875,451.34750671900014,12.089420000000004,22.32421875,6.443660860000002
90,4.27963633010662,7.8727759119948955,4.0,23.782487,22.32421875,12.676065570999999,34.87449499999999,22.32421875,1594.7757818549997,4.0,18.246223,22.32421875,458.10792086099997,12.251139000000002,22.32421875,6.529857087000001
91,4.288259618616634,7.873544777889314,4.0,27.819715999999996,22.32421875,14.855728344,35.004931000000006,22.32421875,1617.962915751,4.0,18.434662,22.32421875,467.77954825,12.509356000000004,22.32421875,6.667486748000003
92,4.28915030714539,7.877736851098754,3.875,25.12381900000002,22.32421875,13.39099552700001,35.57291200000001,22.32421875,1661.7174382560006,4.0,18.620339,22.32421875,477.481352977,12.663421999999997,22.32421875,6.749603925999998
93,4.2865296499342485,7.876945565673388,4.0,25.927815,22.32421875,13.819525395,35.86958700000002,22.32421875,1693.2238543350006,3.875,19.358277,22.32421875,501.592315347,12.787106,22.32421875,6.815527498
94,4.2842238389833085,7.8757525480164805,3.875,25.5345,22.32421875,13.635423000000001,36.471351000000006,22.32421875,1739.5740286470002,3.875,18.97261200000001,22.32421875,496.6840095480003,12.836096000000001,22.32421875,6.841639168000001
95,4.286430277295599,7.881591664857754,4.0,26.42617700000001,22.32421875,14.111578518000005,36.998805999999995,22.32421875,1782.9354623339998,4.0,19.189546000000004,22.32421875,507.50592306200014,14.754667000000001,22.32421875,7.864237511000001
96,4.288108105657269,7.880671878568044,4.0,26.368465000000008,22.32421875,14.080760310000004,37.470799,22.32421875,1824.115966119,4.0,19.673927999999997,22.32421875,525.5889865199999,13.192887,22.32421875,7.031808771000001
97,4.287364540788409,7.885446572363283,4.0,26.13790000000001,22.32421875,13.957638600000005,37.403025,22.32421875,1839.218948325,4.0,19.622149000000007,22.32421875,529.4644464670002,13.245275,22.33203125,7.059731575
98,4.289860422904834,7.8826066555879075,3.875,26.964289000000004,22.33203125,14.398930326000004,37.84676300000001,22.33203125,1879.6594843950006,3.875,19.905381000000002,22.33203125,542.4415376310001,13.599637999999999,22.3359375,7.248607054
99,4.289649949478093,7.883929627176835,4.0,27.564627999999995,22.3359375,14.691946723999997,38.26469500000001,22.3359375,1919.2423071150004,3.875,20.109577000000005,22.3359375,553.3954494630001,13.304548999999998,22.3359375,7.091324616999999
100,4.28669858472129,7.882943399502814,3.875,52.06346600000001,22.3359375,27.749827378000006,39.172316000000016,22.3359375,1984.038633084001,4.0,20.274047,22.3359375,563.354943989,13.504064000000007,22.3359375,7.197666112000004
